sequence_id,label,label_name,motif_combo,num_selected_motifs,SP2,ZBED4,EGR1,ELK3,TFDP1,ZNF131,split
train_negative_9087,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012269,1,positive,none,0,0,0,0,0,0,0,train
train_negative_6193,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_14897,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_2157,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP015339,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_609,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11185,0,negative,TFDP1,1,0,0,0,0,1,0,train
test_negative_7698,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP018958,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_4246,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP004511,1,positive,none,0,0,0,0,0,0,0,train
train_negative_984,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP002036,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_14198,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11120,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003020,1,positive,none,0,0,0,0,0,0,0,train
train_negative_15589,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5896,0,negative,none,0,0,0,0,0,0,0,train
test_negative_16102,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003071,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_positive_FP016270,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_3507,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1187,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8042,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP003064,1,positive,none,0,0,0,0,0,0,0,train
train_negative_211,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012959,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_13379,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007290,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_6054,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP005785,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_10712,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP012494,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP008887,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP010325,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_8438,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14404,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14181,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9030,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009671,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_5175,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11643,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2132,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2392,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16415,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15417,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15071,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP015562,1,positive,none,0,0,0,0,0,0,0,train
train_negative_6580,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15304,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_1156,0,negative,none,0,0,0,0,0,0,0,train
test_negative_12675,0,negative,none,0,0,0,0,0,0,0,train
test_negative_8953,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4349,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1577,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6748,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_4779,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5639,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP003950,1,positive,none,0,0,0,0,0,0,0,train
train_negative_6332,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5103,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_15403,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_14772,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3810,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003967,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_11083,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_13299,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009817,1,positive,none,0,0,0,0,0,0,0,train
train_negative_14685,0,negative,none,0,0,0,0,0,0,0,train
test_negative_4720,0,negative,none,0,0,0,0,0,0,0,train
test_negative_3295,0,negative,none,0,0,0,0,0,0,0,train
test_negative_12818,0,negative,none,0,0,0,0,0,0,0,train
train_negative_345,0,negative,SP2,1,1,0,0,0,0,0,train
test_positive_FP008291,1,positive,none,0,0,0,0,0,0,0,train
train_negative_6603,0,negative,none,0,0,0,0,0,0,0,train
test_negative_8298,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP005371,1,positive,TFDP1,1,0,0,0,0,1,0,train
train_negative_14322,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP011541,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_8504,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7785,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11082,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP012676,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP005032,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP005844,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_15894,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10737,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13920,0,negative,none,0,0,0,0,0,0,0,train
test_negative_3852,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_2079,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3453,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP016216,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_4656,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2775,0,negative,none,0,0,0,0,0,0,0,train
test_negative_6334,0,negative,none,0,0,0,0,0,0,0,train
test_negative_12170,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2407,0,negative,none,0,0,0,0,0,0,0,train
test_negative_12480,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP004218,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_13103,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8554,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3203,0,negative,none,0,0,0,0,0,0,0,train
train_negative_234,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_9212,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP014640,1,positive,EGR1,1,0,0,1,0,0,0,train
train_positive_FP006913,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP009554,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_7844,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13419,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002521,1,positive,TFDP1,1,0,0,0,0,1,0,train
train_positive_FP005912,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4922,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP005142,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_16031,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_4580,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018471,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_positive_FP004691,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP006196,1,positive,none,0,0,0,0,0,0,0,train
train_negative_5887,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_1482,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5280,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_7759,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_6342,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3515,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002096,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_15081,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3108,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004202,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP011123,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP002661,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP014703,1,positive,none,0,0,0,0,0,0,0,train
train_negative_1941,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14301,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003841,1,positive,none,0,0,0,0,0,0,0,train
test_negative_1383,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP019464,1,positive,SP2,1,1,0,0,0,0,0,train
test_positive_FP004345,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_14896,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_10589,0,negative,EGR1,1,0,0,1,0,0,0,train
test_positive_FP000424,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_4448,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012873,1,positive,none,0,0,0,0,0,0,0,train
train_negative_8660,0,negative,none,0,0,0,0,0,0,0,train
test_negative_14080,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_708,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP006691,1,positive,TFDP1,1,0,0,0,0,1,0,train
test_negative_15114,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_6078,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6123,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5847,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_5289,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_7216,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001049,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_9615,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_8909,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8062,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_9293,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP008992,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_13669,0,negative,none,0,0,0,0,0,0,0,train
test_negative_6847,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15973,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP008333,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP014185,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP013990,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_868,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_16438,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_429,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4774,0,negative,ZNF131,1,0,0,0,0,0,1,train
train_negative_2881,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14661,0,negative,none,0,0,0,0,0,0,0,train
test_negative_10021,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12419,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_7178,0,negative,none,0,0,0,0,0,0,0,train
test_negative_12360,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013088,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP003398,1,positive,none,0,0,0,0,0,0,0,train
test_negative_11560,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001742,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_4119,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP000572,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_6829,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP005783,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_8826,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP000726,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP006125,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP010760,1,positive,none,0,0,0,0,0,0,0,train
train_negative_3952,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009556,1,positive,none,0,0,0,0,0,0,0,train
train_negative_571,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15570,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5045,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP006770,1,positive,none,0,0,0,0,0,0,0,train
test_negative_9494,0,negative,none,0,0,0,0,0,0,0,train
train_negative_710,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10917,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_2085,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13634,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP008528,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP013690,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_4226,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2868,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013287,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP019540,1,positive,SP2,1,1,0,0,0,0,0,train
test_positive_FP002551,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4083,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15518,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP018243,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_3799,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2935,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14488,0,negative,none,0,0,0,0,0,0,0,train
train_negative_45,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013745,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP015781,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP000084,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_12270,0,negative,none,0,0,0,0,0,0,0,train
test_negative_12702,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13995,0,negative,none,0,0,0,0,0,0,0,train
test_negative_6271,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_2702,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13842,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009435,1,positive,none,0,0,0,0,0,0,0,train
train_negative_690,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16109,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018513,1,positive,EGR1,1,0,0,1,0,0,0,train
train_positive_FP019134,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4659,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8121,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2498,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4714,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11460,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1556,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9530,0,negative,none,0,0,0,0,0,0,0,train
test_negative_6252,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012041,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP016924,1,positive,none,0,0,0,0,0,0,0,train
test_negative_6510,0,negative,TFDP1,1,0,0,0,0,1,0,train
train_negative_1717,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12334,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9013,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP012118,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_4735,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_13094,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP011838,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP012992,1,positive,none,0,0,0,0,0,0,0,train
test_negative_12017,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002220,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP016983,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_1943,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5603,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_6997,0,negative,none,0,0,0,0,0,0,0,train
test_negative_4852,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018972,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_10541,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP016230,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_6626,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4957,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP015657,1,positive,none,0,0,0,0,0,0,0,train
train_negative_3561,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010448,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_973,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013034,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_3296,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3874,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3235,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12934,0,negative,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_6267,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_14441,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5683,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16271,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5638,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_11390,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_431,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP008135,1,positive,EGR1,1,0,0,1,0,0,0,train
train_positive_FP004597,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_6436,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP017387,1,positive,none,0,0,0,0,0,0,0,train
test_negative_3031,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP019444,1,positive,ELK3,1,0,0,0,1,0,0,train
train_negative_4481,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP002233,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP018226,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_positive_FP006192,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_4553,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8744,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8329,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017352,1,positive,none,0,0,0,0,0,0,0,train
test_negative_2128,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16181,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11880,0,negative,none,0,0,0,0,0,0,0,train
test_negative_8654,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP019203,1,positive,none,0,0,0,0,0,0,0,train
train_negative_14035,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009611,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_9297,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11938,0,negative,ELK3,1,0,0,0,1,0,0,train
train_positive_FP015276,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_7489,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5883,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3423,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14419,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP013794,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_positive_FP018818,1,positive,ELK3,1,0,0,0,1,0,0,train
train_negative_2670,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP005633,1,positive,none,0,0,0,0,0,0,0,train
train_negative_13915,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1873,0,negative,none,0,0,0,0,0,0,0,train
test_negative_14963,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP017526,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP016664,1,positive,ELK3,1,0,0,0,1,0,0,train
train_negative_6968,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4411,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP016445,1,positive,none,0,0,0,0,0,0,0,train
train_negative_6023,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP015081,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_5618,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_1264,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011995,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP003401,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP006952,1,positive,none,0,0,0,0,0,0,0,train
train_negative_13598,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP000804,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_16367,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP014483,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_12616,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP004425,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_311,0,negative,none,0,0,0,0,0,0,0,train
train_negative_239,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP012042,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_15993,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009980,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_7384,0,negative,none,0,0,0,0,0,0,0,train
train_negative_905,0,negative,none,0,0,0,0,0,0,0,train
test_negative_4745,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4432,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7130,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7634,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
train_positive_FP011927,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP005799,1,positive,none,0,0,0,0,0,0,0,train
train_negative_12745,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3332,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP014253,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_4338,0,negative,ZNF131,1,0,0,0,0,0,1,train
train_positive_FP018308,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_12276,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP010872,1,positive,EGR1,1,0,0,1,0,0,0,train
test_negative_5762,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011483,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_13675,0,negative,none,0,0,0,0,0,0,0,train
train_negative_160,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4498,0,negative,EGR1,1,0,0,1,0,0,0,train
test_positive_FP012322,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_12742,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP009346,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_12237,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018059,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11391,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP014411,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP014937,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_2356,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002213,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP007510,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4811,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP004449,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_7142,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2150,0,negative,none,0,0,0,0,0,0,0,train
test_negative_4639,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6974,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15194,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011332,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_4968,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13982,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP012036,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_7964,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14727,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9700,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013029,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP014772,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_positive_FP001079,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP013583,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_2073,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7353,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_8860,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2284,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6026,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2761,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_11518,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13825,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7307,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_3734,0,negative,none,0,0,0,0,0,0,0,train
test_negative_13909,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001397,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11695,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018376,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_10706,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP018951,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP001317,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP009235,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_7865,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_12169,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7338,0,negative,none,0,0,0,0,0,0,0,train
