species,genus,family,order,class,phylum,kingdom,superkingdom,species_str,has_sequence,split
2499932,2499617,76803,76804,2732506,2732408,2732396,10239,2499932,True,ood_nonbacterial
2501933,2948716,2501985,11157,2497574,2497569,2732396,10239,2501933,True,ood_nonbacterial
2501934,2946788,2501985,11157,2497574,2497569,2732396,10239,2501934,True,ood_nonbacterial
2501935,2948685,2501985,11157,2497574,2497569,2732396,10239,2501935,True,ood_nonbacterial
2501936,2948683,2501985,11157,2497574,2497569,2732396,10239,2501936,True,ood_nonbacterial
2501937,2948759,2501985,11157,2497574,2497569,2732396,10239,2501937,True,ood_nonbacterial
2501942,2948893,2501987,11157,2497574,2497569,2732396,10239,2501942,True,ood_nonbacterial
2501943,2948799,2501987,11157,2497574,2497569,2732396,10239,2501943,True,ood_nonbacterial
2501944,2948673,2501987,11157,2497574,2497569,2732396,10239,2501944,True,ood_nonbacterial
2501945,2948721,2501987,11157,2497574,2497569,2732396,10239,2501945,True,ood_nonbacterial
2501946,2948837,2501987,11157,2497574,2497569,2732396,10239,2501946,True,ood_nonbacterial
2501947,2499615,76803,76804,2732506,2732408,2732396,10239,2501947,True,ood_nonbacterial
2501958,1985709,2501986,11157,2497574,2497569,2732396,10239,2501958,True,ood_nonbacterial
2501965,2499613,76803,76804,2732506,2732408,2732396,10239,2501965,True,ood_nonbacterial
2501969,2499614,76803,76804,2732506,2732408,2732396,10239,2501969,True,ood_nonbacterial
2502000,2499616,76803,76804,2732506,2732408,2732396,10239,2502000,True,ood_nonbacterial
2505977,1070314,2236,2235,183963,28890,0,2157,2505977,True,ood_nonbacterial
2507290,2507289,2501983,76804,2732506,2732408,2732396,10239,2507290,True,ood_nonbacterial
2507503,2507497,2501968,2499405,2497572,2497569,2732396,10239,2507503,True,ood_nonbacterial
2508226,2508224,2501967,76804,2732506,2732408,2732396,10239,2508226,True,ood_nonbacterial
2508233,2508230,2501982,76804,2732506,2732408,2732396,10239,2508233,True,ood_nonbacterial
2508237,2508231,2501982,76804,2732506,2732408,2732396,10239,2508237,True,ood_nonbacterial
2508251,2508243,2508209,76804,2732506,2732408,2732396,10239,2508251,True,ood_nonbacterial
2508252,2508245,2508209,76804,2732506,2732408,2732396,10239,2508252,True,ood_nonbacterial
2508255,2508253,2501959,2499408,2497575,2497569,2732396,10239,2508255,True,ood_nonbacterial
2508259,2508258,2501940,1980410,2497576,2497569,2732396,10239,2508259,True,ood_nonbacterial
2509286,2509285,2501941,1980410,2497576,2497569,2732396,10239,2509286,True,ood_nonbacterial
2509380,2501972,1513294,11157,2497574,2497569,2732396,10239,2509380,True,ood_nonbacterial
2509382,2501973,1513294,11157,2497574,2497569,2732396,10239,2509382,True,ood_nonbacterial
2509383,2501974,1513294,11157,2497574,2497569,2732396,10239,2509383,True,ood_nonbacterial
2509395,2508220,2501983,76804,2732506,2732408,2732396,10239,2509395,True,ood_nonbacterial
251749,181086,10501,2732524,2732523,2732007,2732005,10239,251749,True,ood_nonbacterial
2560261,2560109,0,0,2731619,2731618,2731360,10239,2560261,True,ood_nonbacterial
2560265,2560250,0,0,2731619,2731618,2731360,10239,2560265,True,ood_nonbacterial
2560266,2560170,0,0,2731619,2731618,2731360,10239,2560266,True,ood_nonbacterial
2560269,2560175,0,0,2731619,2731618,2731360,10239,2560269,True,ood_nonbacterial
2560283,2560208,0,0,2731619,2731618,2731360,10239,2560283,True,ood_nonbacterial
2560286,2560207,0,0,2731619,2731618,2731360,10239,2560286,True,ood_nonbacterial
2560287,2560085,12058,464095,2732506,2732408,2732396,10239,2560287,True,ood_nonbacterial
2560293,2560090,12058,464095,2732506,2732408,2732396,10239,2560293,True,ood_nonbacterial
2560297,2560093,2731643,0,2731619,2731618,2731360,10239,2560297,True,ood_nonbacterial
2560300,1980936,0,0,2731619,2731618,2731360,10239,2560300,True,ood_nonbacterial
2560303,2560134,0,0,2731619,2731618,2731360,10239,2560303,True,ood_nonbacterial
2560304,2560153,0,0,2731619,2731618,2731360,10239,2560304,True,ood_nonbacterial
2560308,2560164,324901,464095,2732506,2732408,2732396,10239,2560308,True,ood_nonbacterial
2560332,2842856,2560065,0,2731619,2731618,2731360,10239,2560332,True,ood_nonbacterial
2560333,2560171,0,0,2731619,2731618,2731360,10239,2560333,True,ood_nonbacterial
2560334,2842880,2560065,0,2731619,2731618,2731360,10239,2560334,True,ood_nonbacterial
2560335,2843047,2560065,0,2731619,2731618,2731360,10239,2560335,True,ood_nonbacterial
2560336,2560237,0,0,2731619,2731618,2731360,10239,2560336,True,ood_nonbacterial
2560337,2560228,2560065,0,2731619,2731618,2731360,10239,2560337,True,ood_nonbacterial
2560343,2560097,11974,464095,2732506,2732408,2732396,10239,2560343,True,ood_nonbacterial
2560351,2560105,2560063,2732504,2732500,2732407,2732396,10239,2560351,True,ood_nonbacterial
2560358,2948786,2560065,0,2731619,2731618,2731360,10239,2560358,True,ood_nonbacterial
2560359,2560084,2943001,0,2731619,2731618,2731360,10239,2560359,True,ood_nonbacterial
2560360,2560186,2943001,0,2731619,2731618,2731360,10239,2560360,True,ood_nonbacterial
2560387,2560116,0,0,2731619,2731618,2731360,10239,2560387,True,ood_nonbacterial
2560388,2560117,0,0,2731619,2731618,2731360,10239,2560388,True,ood_nonbacterial
2560392,2560223,0,0,2731619,2731618,2731360,10239,2560392,True,ood_nonbacterial
2560393,2560111,2946175,0,2731619,2731618,2731360,10239,2560393,True,ood_nonbacterial
2560395,2560115,2946175,0,2731619,2731618,2731360,10239,2560395,True,ood_nonbacterial
2560396,2560209,0,0,2731619,2731618,2731360,10239,2560396,True,ood_nonbacterial
2560398,2560149,0,0,2731619,2731618,2731360,10239,2560398,True,ood_nonbacterial
2560400,2560176,0,0,2731619,2731618,2731360,10239,2560400,True,ood_nonbacterial
2560405,2560120,10486,2732555,2732523,2732007,2732005,10239,2560405,True,ood_nonbacterial
2560406,2560152,0,0,2731619,2731618,2731360,10239,2560406,True,ood_nonbacterial
2560407,2560183,0,0,2731619,2731618,2731360,10239,2560407,True,ood_nonbacterial
2560409,2560141,0,0,2731619,2731618,2731360,10239,2560409,True,ood_nonbacterial
2560414,2560123,2731691,0,2731619,2731618,2731360,10239,2560414,True,ood_nonbacterial
2560419,2560160,2560065,0,2731619,2731618,2731360,10239,2560419,True,ood_nonbacterial
2560421,2560124,0,0,2731619,2731618,2731360,10239,2560421,True,ood_nonbacterial
2560422,2732968,2560065,0,2731619,2731618,2731360,10239,2560422,True,ood_nonbacterial
2560434,2560148,0,0,2731619,2731618,2731360,10239,2560434,True,ood_nonbacterial
2560435,2560216,0,0,2731619,2731618,2731360,10239,2560435,True,ood_nonbacterial
2560436,2560094,0,0,2731619,2731618,2731360,10239,2560436,True,ood_nonbacterial
2560440,2560095,0,0,2731619,2731618,2731360,10239,2560440,True,ood_nonbacterial
2560453,2560227,2731691,0,2731619,2731618,2731360,10239,2560453,True,ood_nonbacterial
2560472,2560245,2946157,0,2731619,2731618,2731360,10239,2560472,True,ood_nonbacterial
2560473,2560131,0,0,2731619,2731618,2731360,10239,2560473,True,ood_nonbacterial
2560476,2560132,0,0,2731619,2731618,2731360,10239,2560476,True,ood_nonbacterial
2560479,2560100,249310,2732540,2732458,2732405,2732396,10239,2560479,True,ood_nonbacterial
2560482,2560136,10656,2732558,2732529,2732008,2732005,10239,2560482,True,ood_nonbacterial
2560484,2560096,0,0,2731619,2731618,2731360,10239,2560484,True,ood_nonbacterial
2560485,2560101,0,0,2731619,2731618,2731360,10239,2560485,True,ood_nonbacterial
2560486,2560255,0,0,2731619,2731618,2731360,10239,2560486,True,ood_nonbacterial
2560487,2560106,0,0,2731619,2731618,2731360,10239,2560487,True,ood_nonbacterial
2560489,2560107,0,0,2731619,2731618,2731360,10239,2560489,True,ood_nonbacterial
2560492,2560129,0,0,2731619,2731618,2731360,10239,2560492,True,ood_nonbacterial
2560493,2560135,0,0,2731619,2731618,2731360,10239,2560493,True,ood_nonbacterial
2560494,2560137,0,0,2731619,2731618,2731360,10239,2560494,True,ood_nonbacterial
2560495,2560099,0,0,2731619,2731618,2731360,10239,2560495,True,ood_nonbacterial
2560497,2560127,0,0,2731619,2731618,2731360,10239,2560497,True,ood_nonbacterial
2560498,2560139,0,0,2731619,2731618,2731360,10239,2560498,True,ood_nonbacterial
2560499,2560140,0,0,2731619,2731618,2731360,10239,2560499,True,ood_nonbacterial
2560500,2560138,0,0,2731619,2731618,2731360,10239,2560500,True,ood_nonbacterial
2560501,2560144,0,0,2731619,2731618,2731360,10239,2560501,True,ood_nonbacterial
2560502,2560146,0,0,2731619,2731618,2731360,10239,2560502,True,ood_nonbacterial
2560503,2560143,0,0,2731619,2731618,2731360,10239,2560503,True,ood_nonbacterial
2560506,2560192,0,0,2731619,2731618,2731360,10239,2560506,True,ood_nonbacterial
2560507,2169636,0,0,2731619,2731618,2731360,10239,2560507,True,ood_nonbacterial
2560508,2560193,0,0,2731619,2731618,2731360,10239,2560508,True,ood_nonbacterial
2560509,2560231,0,0,2731619,2731618,2731360,10239,2560509,True,ood_nonbacterial
2560512,2560251,0,0,2731619,2731618,2731360,10239,2560512,True,ood_nonbacterial
2560514,2560257,0,0,2731619,2731618,2731360,10239,2560514,True,ood_nonbacterial
2560530,2560151,0,0,2731619,2731618,2731360,10239,2560530,True,ood_nonbacterial
2560534,2560230,324901,464095,2732506,2732408,2732396,10239,2560534,True,ood_nonbacterial
2560535,2560169,324901,464095,2732506,2732408,2732396,10239,2560535,True,ood_nonbacterial
2560539,2560233,2731690,0,2731619,2731618,2731360,10239,2560539,True,ood_nonbacterial
2560540,2560154,0,0,2731619,2731618,2731360,10239,2560540,True,ood_nonbacterial
2560545,2560086,0,0,2731619,2731618,2731360,10239,2560545,True,ood_nonbacterial
2560548,2560187,2842327,0,2731619,2731618,2731360,10239,2560548,True,ood_nonbacterial
2560552,2560229,2560064,1980410,2497576,2497569,2732396,10239,2560552,True,ood_nonbacterial
2560578,2560173,12058,464095,2732506,2732408,2732396,10239,2560578,True,ood_nonbacterial
2560588,2560122,0,0,2731619,2731618,2731360,10239,2560588,True,ood_nonbacterial
2560589,2560126,0,0,2731619,2731618,2731360,10239,2560589,True,ood_nonbacterial
2560590,2560161,0,0,2731619,2731618,2731360,10239,2560590,True,ood_nonbacterial
2560591,2560150,0,0,2731619,2731618,2731360,10239,2560591,True,ood_nonbacterial
2560592,2560130,0,0,2731619,2731618,2731360,10239,2560592,True,ood_nonbacterial
2560595,2560178,0,0,2731619,2731618,2731360,10239,2560595,True,ood_nonbacterial
2560596,2560203,0,0,2731619,2731618,2731360,10239,2560596,True,ood_nonbacterial
2560597,2560177,11974,464095,2732506,2732408,2732396,10239,2560597,True,ood_nonbacterial
2560598,1511778,12058,464095,2732506,2732408,2732396,10239,2560598,True,ood_nonbacterial
2560608,2560240,0,0,2731619,2731618,2731360,10239,2560608,True,ood_nonbacterial
2560611,2560181,0,0,2731619,2731618,2731360,10239,2560611,True,ood_nonbacterial
2560612,2560182,11974,464095,2732506,2732408,2732396,10239,2560612,True,ood_nonbacterial
2560615,2560219,11974,464095,2732506,2732408,2732396,10239,2560615,True,ood_nonbacterial
2560618,2560167,0,0,2731619,2731618,2731360,10239,2560618,True,ood_nonbacterial
2560619,2843388,0,0,2731619,2731618,2731360,10239,2560619,True,ood_nonbacterial
2560620,2560218,324901,464095,2732506,2732408,2732396,10239,2560620,True,ood_nonbacterial
2560623,2560249,0,0,2731619,2731618,2731360,10239,2560623,True,ood_nonbacterial
2560625,2560247,0,0,2731619,2731618,2731360,10239,2560625,True,ood_nonbacterial
2560629,2560201,0,0,2731619,2731618,2731360,10239,2560629,True,ood_nonbacterial
2560631,2560180,2731690,0,2731619,2731618,2731360,10239,2560631,True,ood_nonbacterial
2560633,2560202,2731643,0,2731619,2731618,2731360,10239,2560633,True,ood_nonbacterial
2560644,2560205,12058,464095,2732506,2732408,2732396,10239,2560644,True,ood_nonbacterial
2560651,2560189,2731690,0,2731619,2731618,2731360,10239,2560651,True,ood_nonbacterial
2560652,2560210,2731690,0,2731619,2731618,2731360,10239,2560652,True,ood_nonbacterial
2560656,2560098,0,0,2731619,2731618,2731360,10239,2560656,True,ood_nonbacterial
2560657,2560102,2731643,0,2731619,2731618,2731360,10239,2560657,True,ood_nonbacterial
2560658,2560104,0,0,2731619,2731618,2731360,10239,2560658,True,ood_nonbacterial
2560666,2560133,0,0,2731619,2731618,2731360,10239,2560666,True,ood_nonbacterial
2560671,2560190,0,0,2731619,2731618,2731360,10239,2560671,True,ood_nonbacterial
2560676,2560204,0,0,2731619,2731618,2731360,10239,2560676,True,ood_nonbacterial
2560679,2560206,2731643,0,2731619,2731618,2731360,10239,2560679,True,ood_nonbacterial
2560680,2560197,0,0,2731619,2731618,2731360,10239,2560680,True,ood_nonbacterial
2560683,2560221,0,0,2731619,2731618,2731360,10239,2560683,True,ood_nonbacterial
2560684,2560248,0,0,2731619,2731618,2731360,10239,2560684,True,ood_nonbacterial
2560686,2560184,2731643,0,2731619,2731618,2731360,10239,2560686,True,ood_nonbacterial
2560688,2560188,0,0,2731619,2731618,2731360,10239,2560688,True,ood_nonbacterial
2560689,2560113,0,0,2731619,2731618,2731360,10239,2560689,True,ood_nonbacterial
2560691,2560235,0,0,2731619,2731618,2731360,10239,2560691,True,ood_nonbacterial
2560692,2560162,0,0,2731619,2731618,2731360,10239,2560692,True,ood_nonbacterial
2560695,2025077,12058,464095,2732506,2732408,2732396,10239,2560695,True,ood_nonbacterial
2560699,2560211,12058,464095,2732506,2732408,2732396,10239,2560699,True,ood_nonbacterial
2560700,2560215,0,0,2731619,2731618,2731360,10239,2560700,True,ood_nonbacterial
2560702,873551,11974,464095,2732506,2732408,2732396,10239,2560702,True,ood_nonbacterial
2560703,2560213,0,0,2731619,2731618,2731360,10239,2560703,True,ood_nonbacterial
2560704,2560172,2560063,2732504,2732500,2732407,2732396,10239,2560704,True,ood_nonbacterial
2560705,2560242,0,0,2731619,2731618,2731360,10239,2560705,True,ood_nonbacterial
2560706,2560253,0,0,2731619,2731618,2731360,10239,2560706,True,ood_nonbacterial
2560720,2560163,0,0,2731619,2731618,2731360,10239,2560720,True,ood_nonbacterial
2560726,2733082,2946167,0,2731619,2731618,2731360,10239,2560726,True,ood_nonbacterial
2560728,1914851,0,0,2731619,2731618,2731360,10239,2560728,True,ood_nonbacterial
2560731,2560108,0,0,2731619,2731618,2731360,10239,2560731,True,ood_nonbacterial
2560736,2560110,11270,11157,2497574,2497569,2732396,10239,2560736,True,ood_nonbacterial
2560745,2560226,2560063,2732504,2732500,2732407,2732396,10239,2560745,True,ood_nonbacterial
2560751,2560128,0,0,2731619,2731618,2731360,10239,2560751,True,ood_nonbacterial
2560752,2560256,2946170,0,2731619,2731618,2731360,10239,2560752,True,ood_nonbacterial
2560753,2560119,178830,11157,2497574,2497569,2732396,10239,2560753,True,ood_nonbacterial
2560762,2560145,2731691,0,2731619,2731618,2731360,10239,2560762,True,ood_nonbacterial
2560778,2560165,0,0,2731619,2731618,2731360,10239,2560778,True,ood_nonbacterial
2560782,2560121,0,0,2731619,2731618,2731360,10239,2560782,True,ood_nonbacterial
2560784,2560214,0,0,2731619,2731618,2731360,10239,2560784,True,ood_nonbacterial
2560785,2560103,0,0,2731619,2731618,2731360,10239,2560785,True,ood_nonbacterial
2560786,2560220,0,0,2731619,2731618,2731360,10239,2560786,True,ood_nonbacterial
2560792,2560225,0,0,2731619,2731618,2731360,10239,2560792,True,ood_nonbacterial
2560802,2560239,0,0,2731619,2731618,2731360,10239,2560802,True,ood_nonbacterial
2560804,2732882,2842326,2732094,2732411,2732410,2732090,10239,2560804,True,ood_nonbacterial
2560818,2560191,687329,0,0,0,0,10239,2560818,True,ood_nonbacterial
2560822,2560241,12058,464095,2732506,2732408,2732396,10239,2560822,True,ood_nonbacterial
2560831,2560092,0,0,2731619,2731618,2731360,10239,2560831,True,ood_nonbacterial
2560834,2560238,0,0,2731619,2731618,2731360,10239,2560834,True,ood_nonbacterial
2560835,2732016,2731690,0,2731619,2731618,2731360,10239,2560835,True,ood_nonbacterial
2560836,2560156,2731690,0,2731619,2731618,2731360,10239,2560836,True,ood_nonbacterial
2560838,2843134,1458186,0,0,0,0,10239,2560838,True,ood_nonbacterial
2560842,2560125,0,0,2731619,2731618,2731360,10239,2560842,True,ood_nonbacterial
2560843,2732886,10860,2732094,2732411,2732410,2732090,10239,2560843,True,ood_nonbacterial
2560846,2560088,11270,11157,2497574,2497569,2732396,10239,2560846,True,ood_nonbacterial
2560847,2943016,2943001,0,2731619,2731618,2731360,10239,2560847,True,ood_nonbacterial
2560848,2560222,2943001,0,2731619,2731618,2731360,10239,2560848,True,ood_nonbacterial
2565781,2856051,2856054,2856053,2856052,1462430,0,2157,2565781,True,ood_nonbacterial
2586965,2974824,2974823,2974822,2974821,192989,0,2157,2586965,True,ood_nonbacterial
2587410,2609811,35718,5139,147550,4890,4751,2759,2587410,True,ood_nonbacterial
2594042,2732160,3049164,3049163,3049162,1655434,0,2157,2594042,True,ood_nonbacterial
259901,1623274,0,0,2731619,2731618,2731360,10239,259901,True,ood_nonbacterial
260149,2842766,2946170,0,2731619,2731618,2731360,10239,260149,True,ood_nonbacterial
260373,2733115,0,0,2731619,2731618,2731360,10239,260373,True,ood_nonbacterial
2607662,2607661,0,2182,183939,28890,0,2157,2607662,True,ood_nonbacterial
261726,1198976,0,0,2731619,2731618,2731360,10239,261726,True,ood_nonbacterial
264729,1198139,0,0,2731619,2731618,2731360,10239,264729,True,ood_nonbacterial
265294,10492,10486,2732555,2732523,2732007,2732005,10239,265294,True,ood_nonbacterial
2653507,2842730,2731691,0,2731619,2731618,2731360,10239,2653507,True,ood_nonbacterial
265877,2948819,69973,2732544,2732461,2732406,2732396,10239,265877,True,ood_nonbacterial
2662283,2943013,2943001,0,2731619,2731618,2731360,10239,2662283,True,ood_nonbacterial
268748,2731983,2731643,0,2731619,2731618,2731360,10239,268748,True,ood_nonbacterial
269145,1511859,1511858,2732557,2732529,2732008,2732005,10239,269145,True,ood_nonbacterial
2696356,2843348,0,0,2731619,2731618,2731360,10239,2696356,True,ood_nonbacterial
2706523,2842928,10811,2732539,2732424,2732416,2732092,10239,2706523,True,ood_nonbacterial
270673,2948768,0,0,2731619,2731618,2731360,10239,270673,True,ood_nonbacterial
27289,278028,4893,4892,4891,4890,4751,2759,27289,True,ood_nonbacterial
2731208,2731207,0,0,2731619,2731618,2731360,10239,2731208,True,ood_nonbacterial
2732591,2732589,2842327,0,2731619,2731618,2731360,10239,2732591,True,ood_nonbacterial
2732655,2732653,2732652,2732547,2732423,2732416,2732092,10239,2732655,True,ood_nonbacterial
2732707,2732693,2731643,0,2731619,2731618,2731360,10239,2732707,True,ood_nonbacterial
2732762,2732675,2731643,0,2731619,2731618,2731360,10239,2732762,True,ood_nonbacterial
2732775,2732676,2731643,0,2731619,2731618,2731360,10239,2732775,True,ood_nonbacterial
2732786,2732677,2731643,0,2731619,2731618,2731360,10239,2732786,True,ood_nonbacterial
2733315,2731672,2731643,0,2731619,2731618,2731360,10239,2733315,True,ood_nonbacterial
2733321,2731671,2731643,0,2731619,2731618,2731360,10239,2733321,True,ood_nonbacterial
2733322,2731673,2731643,0,2731619,2731618,2731360,10239,2733322,True,ood_nonbacterial
2733323,2731674,2731643,0,2731619,2731618,2731360,10239,2733323,True,ood_nonbacterial
2733327,2731675,2731643,0,2731619,2731618,2731360,10239,2733327,True,ood_nonbacterial
2733328,2731676,2731643,0,2731619,2731618,2731360,10239,2733328,True,ood_nonbacterial
2733333,2731677,2731643,0,2731619,2731618,2731360,10239,2733333,True,ood_nonbacterial
2733334,2732920,2731643,0,2731619,2731618,2731360,10239,2733334,True,ood_nonbacterial
2733335,2732921,2731643,0,2731619,2731618,2731360,10239,2733335,True,ood_nonbacterial
2733346,2732922,2731643,0,2731619,2731618,2731360,10239,2733346,True,ood_nonbacterial
2733347,2732923,2731643,0,2731619,2731618,2731360,10239,2733347,True,ood_nonbacterial
2733363,2732909,2731643,0,2731619,2731618,2731360,10239,2733363,True,ood_nonbacterial
2733365,2732910,2731643,0,2731619,2731618,2731360,10239,2733365,True,ood_nonbacterial
2733367,2732911,2731643,0,2731619,2731618,2731360,10239,2733367,True,ood_nonbacterial
2733369,2732912,2731643,0,2731619,2731618,2731360,10239,2733369,True,ood_nonbacterial
2733371,2732913,2731643,0,2731619,2731618,2731360,10239,2733371,True,ood_nonbacterial
2733372,2732914,2731643,0,2731619,2731618,2731360,10239,2733372,True,ood_nonbacterial
2733373,2732915,2731643,0,2731619,2731618,2731360,10239,2733373,True,ood_nonbacterial
2733375,2732916,2731643,0,2731619,2731618,2731360,10239,2733375,True,ood_nonbacterial
2733377,2732917,2731643,0,2731619,2731618,2731360,10239,2733377,True,ood_nonbacterial
2733575,2732918,2731643,0,2731619,2731618,2731360,10239,2733575,True,ood_nonbacterial
2733578,2732925,2731643,0,2731619,2731618,2731360,10239,2733578,True,ood_nonbacterial
2733580,2732927,2731643,0,2731619,2731618,2731360,10239,2733580,True,ood_nonbacterial
2733589,2732929,2731643,0,2731619,2731618,2731360,10239,2733589,True,ood_nonbacterial
2733591,2732930,2731643,0,2731619,2731618,2731360,10239,2733591,True,ood_nonbacterial
2733593,2732931,2731643,0,2731619,2731618,2731360,10239,2733593,True,ood_nonbacterial
2733595,2732932,2731643,0,2731619,2731618,2731360,10239,2733595,True,ood_nonbacterial
2733596,2732933,2731643,0,2731619,2731618,2731360,10239,2733596,True,ood_nonbacterial
2733597,2732937,2731643,0,2731619,2731618,2731360,10239,2733597,True,ood_nonbacterial
2733608,2732938,2731643,0,2731619,2731618,2731360,10239,2733608,True,ood_nonbacterial
2733609,2732939,2731643,0,2731619,2731618,2731360,10239,2733609,True,ood_nonbacterial
2733611,2732678,2731643,0,2731619,2731618,2731360,10239,2733611,True,ood_nonbacterial
2733614,2732679,2731643,0,2731619,2731618,2731360,10239,2733614,True,ood_nonbacterial
2733615,2732680,2731643,0,2731619,2731618,2731360,10239,2733615,True,ood_nonbacterial
2733616,2732681,2731643,0,2731619,2731618,2731360,10239,2733616,True,ood_nonbacterial
2733617,2732682,2731643,0,2731619,2731618,2731360,10239,2733617,True,ood_nonbacterial
2733625,2732684,2731643,0,2731619,2731618,2731360,10239,2733625,True,ood_nonbacterial
2733629,2732685,2731643,0,2731619,2731618,2731360,10239,2733629,True,ood_nonbacterial
2733640,2732686,2731643,0,2731619,2731618,2731360,10239,2733640,True,ood_nonbacterial
2733648,2732687,2731643,0,2731619,2731618,2731360,10239,2733648,True,ood_nonbacterial
2733651,2732688,2731643,0,2731619,2731618,2731360,10239,2733651,True,ood_nonbacterial
2733653,2732689,2731643,0,2731619,2731618,2731360,10239,2733653,True,ood_nonbacterial
2733655,2732690,2731643,0,2731619,2731618,2731360,10239,2733655,True,ood_nonbacterial
2733657,2732691,2731643,0,2731619,2731618,2731360,10239,2733657,True,ood_nonbacterial
2733662,2732692,2731643,0,2731619,2731618,2731360,10239,2733662,True,ood_nonbacterial
2733884,110456,2731643,0,2731619,2731618,2731360,10239,2733884,True,ood_nonbacterial
2733886,2732694,2731643,0,2731619,2731618,2731360,10239,2733886,True,ood_nonbacterial
2733887,2732695,2731643,0,2731619,2731618,2731360,10239,2733887,True,ood_nonbacterial
2733888,2731926,2731643,0,2731619,2731618,2731360,10239,2733888,True,ood_nonbacterial
2733890,2731928,2731643,0,2731619,2731618,2731360,10239,2733890,True,ood_nonbacterial
2733892,2731929,2731643,0,2731619,2731618,2731360,10239,2733892,True,ood_nonbacterial
2733894,2731931,2731643,0,2731619,2731618,2731360,10239,2733894,True,ood_nonbacterial
2733895,2731932,2731643,0,2731619,2731618,2731360,10239,2733895,True,ood_nonbacterial
2733897,2731933,2731643,0,2731619,2731618,2731360,10239,2733897,True,ood_nonbacterial
2733899,2731935,2731643,0,2731619,2731618,2731360,10239,2733899,True,ood_nonbacterial
2733902,2731936,2731643,0,2731619,2731618,2731360,10239,2733902,True,ood_nonbacterial
2733904,2731937,2731643,0,2731619,2731618,2731360,10239,2733904,True,ood_nonbacterial
2733905,2731938,2731643,0,2731619,2731618,2731360,10239,2733905,True,ood_nonbacterial
2733916,2731941,2731643,0,2731619,2731618,2731360,10239,2733916,True,ood_nonbacterial
2733918,2731942,2731643,0,2731619,2731618,2731360,10239,2733918,True,ood_nonbacterial
2733920,2731943,2731643,0,2731619,2731618,2731360,10239,2733920,True,ood_nonbacterial
2733922,2731945,2731643,0,2731619,2731618,2731360,10239,2733922,True,ood_nonbacterial
2733923,2731946,2731643,0,2731619,2731618,2731360,10239,2733923,True,ood_nonbacterial
2733924,2731947,2731643,0,2731619,2731618,2731360,10239,2733924,True,ood_nonbacterial
2733925,2731948,2731643,0,2731619,2731618,2731360,10239,2733925,True,ood_nonbacterial
2733926,2731949,2731643,0,2731619,2731618,2731360,10239,2733926,True,ood_nonbacterial
2733927,2731950,2731643,0,2731619,2731618,2731360,10239,2733927,True,ood_nonbacterial
2733928,2731951,2731643,0,2731619,2731618,2731360,10239,2733928,True,ood_nonbacterial
2733930,2731955,2731643,0,2731619,2731618,2731360,10239,2733930,True,ood_nonbacterial
2733931,2731956,2731643,0,2731619,2731618,2731360,10239,2733931,True,ood_nonbacterial
2733932,2731957,2731643,0,2731619,2731618,2731360,10239,2733932,True,ood_nonbacterial
2733936,2731958,2731643,0,2731619,2731618,2731360,10239,2733936,True,ood_nonbacterial
2733939,2731961,2731643,0,2731619,2731618,2731360,10239,2733939,True,ood_nonbacterial
2733941,2731963,2731643,0,2731619,2731618,2731360,10239,2733941,True,ood_nonbacterial
2733944,2731966,2731643,0,2731619,2731618,2731360,10239,2733944,True,ood_nonbacterial
2733946,2731967,2731643,0,2731619,2731618,2731360,10239,2733946,True,ood_nonbacterial
2733947,2731968,2731643,0,2731619,2731618,2731360,10239,2733947,True,ood_nonbacterial
2733949,2731970,2731643,0,2731619,2731618,2731360,10239,2733949,True,ood_nonbacterial
2733953,2731972,2731643,0,2731619,2731618,2731360,10239,2733953,True,ood_nonbacterial
2733954,2731973,2731643,0,2731619,2731618,2731360,10239,2733954,True,ood_nonbacterial
2733955,2731974,2731643,0,2731619,2731618,2731360,10239,2733955,True,ood_nonbacterial
2733956,2731975,2731643,0,2731619,2731618,2731360,10239,2733956,True,ood_nonbacterial
2733958,2731977,2731643,0,2731619,2731618,2731360,10239,2733958,True,ood_nonbacterial
2733960,2731979,2731643,0,2731619,2731618,2731360,10239,2733960,True,ood_nonbacterial
2733963,2731981,2731643,0,2731619,2731618,2731360,10239,2733963,True,ood_nonbacterial
2733965,2731982,2731643,0,2731619,2731618,2731360,10239,2733965,True,ood_nonbacterial
2733967,2731985,2731643,0,2731619,2731618,2731360,10239,2733967,True,ood_nonbacterial
2733970,2731989,2731643,0,2731619,2731618,2731360,10239,2733970,True,ood_nonbacterial
2733971,2732960,2731689,0,2731619,2731618,2731360,10239,2733971,True,ood_nonbacterial
2733973,2732961,2731689,0,2731619,2731618,2731360,10239,2733973,True,ood_nonbacterial
2733974,2732962,2731689,0,2731619,2731618,2731360,10239,2733974,True,ood_nonbacterial
2733975,2732963,2731689,0,2731619,2731618,2731360,10239,2733975,True,ood_nonbacterial
2733976,2732964,2731689,0,2731619,2731618,2731360,10239,2733976,True,ood_nonbacterial
2733978,2732965,2731689,0,2731619,2731618,2731360,10239,2733978,True,ood_nonbacterial
2733994,2732966,2731690,0,2731619,2731618,2731360,10239,2733994,True,ood_nonbacterial
2733996,2732037,2731690,0,2731619,2731618,2731360,10239,2733996,True,ood_nonbacterial
2733998,2732038,2731690,0,2731619,2731618,2731360,10239,2733998,True,ood_nonbacterial
2734000,2732061,2731691,0,2731619,2731618,2731360,10239,2734000,True,ood_nonbacterial
